obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""1036.037""","=""1036.034+""","=""100""","=""""",,"=""98867.429""","=""108516.98""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L6099""",
"=""1037.444""","=""1037.4431+""","=""10""","=""""",,"=""98867.429""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L6099""",
"=""1045.856""","=""1045.8579+""","=""6""","=""""",,"=""97687.779""","=""107246.688""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1048.629""","=""1048.5821+""","=""2*""","=""""",,"=""99626.882""","=""109160.957""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1048.629""","=""1048.6394+""","=""2*""","=""""",,"=""97687.779""","=""107221.333""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1054.964""","=""1054.9618+""","=""1""","=""""",,"=""99626.882""","=""109103.302""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1057.550""","=""1057.5731+""","=""2*""","=""""",,"=""97687.779""","=""107140.800""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""""","=""L7293""",
"=""1057.550""","=""1057.5316+""","=""2*""","=""""",,"=""97687.779""","=""107141.171""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1059.304""","=""1059.300+""","=""20""","=""""",,"=""99079.367""","=""108516.98""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L125""",
"=""1060.846""","=""1060.8444+""","=""5""","=""""",,"=""99079.367""","=""108503.238""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L125""",
"=""1062.670""","=""1062.6666+""","=""8""","=""""",,"=""99079.367""","=""108487.079""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",,"=""""","=""L7293""",
"=""1064.472""","=""1064.4714+""","=""1""","=""""",,"=""99079.367""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1069.933""","=""1069.9257+""","=""20""","=""""",,"=""97797.287""","=""107141.171""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1072.943""","=""1072.9447+""","=""2""","=""""",,"=""97687.779""","=""107005.371""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",,"=""""","=""L7293""",
"=""1080.13""","=""1080.1258+""","=""1""","=""""",,"=""99894.0485""","=""109149.694""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1087.490""","=""1087.4920+""","=""150""","=""""",,"=""96771.494""","=""105964.446""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L125""",
"=""1118.711""","=""1118.7107+""","=""79""","=""""",,"=""97085.193""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L125""",
"=""1121.458""","=""1121.4568+""","=""5""","=""""",,"=""98226.268""","=""107140.800""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""""","=""L7293""",
"=""1125.7704""","=""1125.7711+""","=""130""","=""""",,"=""97085.193""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L9760""",
"=""1125.916""","=""1125.9126+""","=""50""","=""""",,"=""97085.193""","=""105964.446""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1126.271""","=""1126.2800+""","=""2""","=""""",,"=""99626.882""","=""108503.238""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1128.6582""","=""1128.6574+""","=""7""","=""""",,"=""99646.212""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1130.38""","=""1130.3692+""","=""1""","=""""",,"=""99626.882""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1131.61""","=""1131.6111+""","=""1""","=""""",,"=""99646.212""","=""108480.751""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1132.851""","=""1132.8451+""","=""4""","=""""",,"=""99646.212""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1133.344""","=""1133.33783+""","=""1""","=""""",,"=""98855.0698""","=""107676.1489""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L7293""",
"=""1145.7477""","=""1145.74804+""","=""220""","=""2.00e+06""",B,"=""91168.5150""","=""99894.0485""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L9760""",
"=""1161.16""","=""1161.1463+""","=""1*""","=""""",,"=""99894.0485""","=""108503.871""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L7293""",
"=""1161.16""","=""1161.1791+""","=""1*""","=""""",,"=""103115.6343""","=""111725.213""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).11d""","=""2[7/2]*""","=""4""",,"=""""","=""L7293""",
"=""1165.58""","=""1165.57899+""","=""1""","=""""",,"=""99894.0485""","=""108471.1277""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1179.241""","=""1179.2429+""","=""140""","=""5.80e+05""",C+,"=""91168.5150""","=""99646.212""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L125""",
"=""1181.93785""","=""1181.9378+""","=""1800""","=""8.11e+06""",B,"=""91168.5150""","=""99626.882""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T5651""","=""L4205c2""",
"=""1196.7182""","=""1196.7176+""","=""2""","=""""",,"=""98867.429""","=""107221.333""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""""","=""L9760""",
"=""1199.600""","=""1199.6005+""","=""32""","=""""",,"=""97687.779""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L125""",
"=""1199.7102""","=""1199.7105+""","=""350""","=""""",,"=""97687.779""","=""106020.843""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L9760""",
"=""1207.721""","=""1207.7224+""","=""160""","=""""",,"=""97687.779""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L125""",
"=""1207.8850""","=""1207.8853+""","=""9""","=""""",,"=""97687.779""","=""105964.446""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L9760""",
"=""1211.779""","=""1211.774+""","=""150""","=""""",,"=""97797.287""","=""106047.39""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L125""",
"=""1212.355""","=""1212.35419+""","=""50""","=""1.50e+05""",B,"=""85846.7046""","=""94092.8626""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T7199""","=""L125""",
"=""1215.684""","=""1215.6863+""","=""6""","=""""",,"=""97797.287""","=""106020.843""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L125""",
"=""1220.45357""","=""1220.440+""","=""840""","=""""",,"=""97797.287""","=""105988.81""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",,"=""""","=""L4205c2""",
"=""1222.940""","=""1222.93896+""","=""9""","=""""",,"=""97595.9153""","=""105770.7014""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L125""",
"=""1224.056""","=""1224.0567+""","=""8""","=""""",,"=""99079.367""","=""107246.688""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L125""",
"=""1232.108""","=""1232.1067+""","=""20""","=""""",,"=""103266.339""","=""111380.299""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L125""",
"=""1241.5088""","=""1241.5078+""","=""2""","=""""",,"=""97595.9153""","=""105648.434""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L9760""",
"=""1259.788""","=""1259.785+""","=""19""","=""""",,"=""103442.690""","=""111378.38""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L125""",
"=""1273.2859""","=""1273.28481+""","=""3""","=""""",,"=""97919.1468""","=""105770.7014""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""""","=""L9760""",
"=""1278.252""","=""1278.239+""","=""100*""","=""""",,"=""98226.268""","=""106047.39""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L125""",
"=""1278.252""","=""1278.239+""","=""100*""","=""""",,"=""98226.268""","=""106047.39""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L125""",
"=""1282.508""","=""1282.5927+""","=""5*""","=""""",,"=""98226.268""","=""106020.843""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L7384""",
"=""1282.508""","=""1282.4670+""","=""5*""","=""""",,"=""98226.268""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L7384""",
"=""1286.189""","=""1286.18954+""","=""46""","=""7.6e+04""",B+,"=""85191.6166""","=""92964.3943""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T7199""","=""L125""",
"=""1287.6168""","=""1287.6160+""","=""3""","=""""",,"=""99646.212""","=""107410.379""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L9760""",
"=""1287.874""","=""1287.886+""","=""470""","=""""",,"=""98226.268""","=""105988.81""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",,"=""""","=""L125""",
"=""1291.46""","=""1291.38+""","=""3""","=""""",,"=""103313.4726""","=""111055.0""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""""","=""L4085""",
"=""1293.448""","=""1293.4266+""","=""1""","=""""",,"=""97919.1468""","=""105648.434""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L7384""",
"=""1297.798""","=""1297.7954+""","=""2""","=""""",,"=""97945.1664""","=""105648.434""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L7384""",
"=""1298.532""","=""1298.5293+""","=""14""","=""""",,"=""91168.5150""","=""98867.429""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""""","=""L125""",
"=""1302.241""","=""1302.33+""","=""13""","=""""",,"=""103701.439""","=""111377.9""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L125""",
"=""1312.0117""","=""1312.0105+""","=""3""","=""""",,"=""99626.882""","=""107246.688""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""""","=""L9760""",
"=""1317.74110""","=""1317.74098+""","=""310""","=""4.90e+06""",B,"=""92307.3786""","=""99894.0485""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L4205c2""",
"=""1319.0119""","=""1319.0106+""","=""3""","=""""",,"=""103801.7929""","=""111381.160""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1321.067""","=""1321.0645+""","=""6""","=""""",,"=""97595.9153""","=""105163.499""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L125""",
"=""1324.069""","=""1324.068+""","=""26""","=""3.18e+06""",C+,"=""97595.9153""","=""105146.33""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T5651""","=""L125""",
"=""1330.430""","=""1330.434+""","=""5""","=""""",,"=""99626.882""","=""107141.171""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""""","=""L7384""",
"=""1330.5033""","=""1330.500+""","=""2""","=""""",,"=""99626.882""","=""107140.800""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1333.788""","=""1333.781+""","=""18""","=""8.29e+06""",C+,"=""97595.9153""","=""105091.35""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",,"=""T5651""","=""L125""",
"=""1362.24164""","=""1362.2419+""","=""130""","=""4.97e+06""",C+,"=""92307.3786""","=""99646.212""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L4205c2""",
"=""1363.42206""","=""1363.4221+""","=""250""","=""1.03e+07""",B,"=""92294.4012""","=""99626.882""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T5651""","=""L4205c2""",
"=""1365.839""","=""1365.8394+""","=""37""","=""1.43e+06""",B,"=""92307.3786""","=""99626.882""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T5651""","=""L125""",
"=""1371.102""","=""1371.1039+""","=""26""","=""""",,"=""97595.9153""","=""104887.315""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""""","=""L125""",
"=""1373.88555""","=""1373.8857+""","=""51""","=""3.10e+05""",B+,"=""85846.7046""","=""93123.3409""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",,"=""T7199""","=""L4205c2""",
"=""1376.372""","=""1376.4065+""","=""6""","=""""",,"=""97945.1664""","=""105208.476""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",,"=""""","=""L7384""",
"=""1380.003""","=""1380.0084+""","=""3""","=""""",,"=""97919.1468""","=""105163.499""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L7384""",
"=""1383.288""","=""1383.287+""","=""8""","=""3.12e+06""",C+,"=""97919.1468""","=""105146.33""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T5651""","=""L125""",
"=""1388.285""","=""1388.285+""","=""27""","=""1.06e+07""",C+,"=""97945.1664""","=""105146.33""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T5651""","=""L125""",
"=""1392.404""","=""1392.385+""","=""42""","=""""",,"=""98867.429""","=""106047.39""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L125""",
"=""1393.900""","=""1393.891+""","=""10""","=""1.10e+07""",C+,"=""97919.1468""","=""105091.35""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",,"=""T5651""","=""L125""",
"=""1397.406""","=""1397.403+""","=""14""","=""""",,"=""98867.429""","=""106021.607""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L125""",
"=""""","=""1404.5663+""","=""""","=""1.06e+05""",B+,"=""85846.7046""","=""92964.3943""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T7199""","=""L8550""",
"=""1410.429""","=""1410.4301+""","=""7""","=""""",,"=""97919.1468""","=""105007.245""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L125""",
"=""1415.662""","=""1415.6267+""","=""15""","=""""",,"=""97945.1664""","=""105007.245""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L7384""",
"=""1434.125""","=""1434.0580+""","=""9""","=""""",,"=""97945.1664""","=""104916.4792""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",,"=""""","=""L7384""",
"=""1434.748""","=""1434.735+""","=""51""","=""""",,"=""99079.367""","=""106047.39""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L125""",
"=""1440.228""","=""1440.222+""","=""12""","=""""",,"=""99079.367""","=""106020.843""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L125""",
"=""1442.67927""","=""1442.6791+""","=""350""","=""9.30e+06""",B,"=""92964.3943""","=""99894.0485""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L4205c2""",
"=""1446.886""","=""1446.899+""","=""6""","=""""",,"=""99079.367""","=""105988.81""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",,"=""""","=""L125""",
"=""1451.76""","=""1451.784+""","=""5""","=""""",,"=""99079.367""","=""105965.562""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""4s2.4p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L4085""",
"=""1471.555""","=""1471.6225+""","=""2""","=""""",,"=""98855.0698""","=""105648.434""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""""","=""L7384""",
"=""1473.44415""","=""1473.4441+""","=""100""","=""2.81e+06""",B,"=""92294.4012""","=""99079.367""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T5651""","=""L4205c2""",
"=""1476.269""","=""1476.2677+""","=""26""","=""7.00e+05""",B,"=""92307.3786""","=""99079.367""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T5651""","=""L125""",
"=""1476.548""","=""1476.5469+""","=""28""","=""1.60e+06""",B+,"=""93123.3409""","=""99894.0485""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L125""",
"=""1496.1891""","=""1496.1898+""","=""290""","=""9.00e+05""",C+,"=""92964.3943""","=""99646.212""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T5651""","=""L9760""",
"=""1497.374""","=""1497.3949+""","=""8""","=""""",,"=""97085.193""","=""103761.6336""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L7384""",
"=""1500.534""","=""1500.5308+""","=""5""","=""1.80e+05""",D+,"=""92964.3943""","=""99626.882""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T5651""","=""L125""",
"=""1520.954""","=""1520.9533+""","=""10""","=""2.70e+05""",C+,"=""92294.4012""","=""98867.429""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T5651""","=""L125""",
"=""1523.96223""","=""1523.9621+""","=""160""","=""3.96e+06""",C+,"=""92307.3786""","=""98867.429""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T5651""","=""L4205c2""",
